Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
2/6/18,560,565,560,550,2,51,28575
1/30/18,565,565,565,550,1,50,28250
1/24/18,550,550,550,550,2,2,1100
1/19/18,549.9,549.9,549.9,550,1,5,2749.5
1/18/18,540,540,540,550,1,4,2160
1/17/18,544.5,549.9,544.5,550,2,13,7116.3
1/16/18,549.9,549.9,549.9,550,2,2,1099.8
1/12/18,549.9,549.9,549.9,550,2,2,1099.8
1/9/18,550,550,550,550,3,18,9900
1/8/18,550,550,550,550,1,200,110000
1/2/18,555,555,555,550,1,2,1110
12/26/17,550,550,550,550,2,290,159500
12/22/17,550,550,550,550,1,10,5500
12/21/17,550,550,550,550,1,200,110000
12/20/17,550.1,550.1,530.1,550,5,1227,674829.2
12/19/17,550.1,550.1,550.1,550,1,10,5501
12/18/17,550,550,550,550,5,150,82500
12/15/17,565,565,560,564.5,2,111,62665
12/13/17,560,560,560,560,2,13,7280
12/12/17,560,560,560,560,2,200,112000
12/7/17,569,569.5,568,568.8,6,302,171776
11/24/17,569,569,526,569.9,3,19,10467
11/23/17,575,575,520,569.9,3,17,9100
11/21/17,570,570,570,569.9,1,1,570
11/20/17,575,575,570,569.9,4,86,49035.3
11/17/17,568.9,575.3,565,569.9,13,396,225664.2
11/16/17,550,550,550,520.2,1,10,5500
11/15/17,520,569,520,520.2,9,201,104569
11/14/17,560,570,560,570,7,300,169120
11/13/17,560,560,560,559.9,2,10,5600
11/10/17,560,560,560,559.9,1,5,2800
11/9/17,580,580,580,559.9,1,1,580
11/8/17,559,560,559,559.9,15,547,306251
11/7/17,542,559.9,542,550.2,29,363,199395.9
11/6/17,540,540,540,548.4,1,20,10800
11/2/17,542.9,550,542.9,548.4,4,104,57038
11/1/17,540,540,525,550,10,59,31207
10/31/17,525,525,525,550,1,5,2625
10/30/17,550,550,550,550,2,121,66550
10/27/17,522.1,525,521,525,9,256,134206.7
10/26/17,525.2,526,525,526,5,28,14708.8
10/25/17,523,526.2,522,526,10,82,42851.3
10/24/17,539.7,539.7,523,526,5,57,29916.9
10/23/17,526,526.1,525.1,526,12,148,77847.2
10/19/17,529,529,529,529,1,100,52900
10/17/17,535,535,530,528.3,3,12,6365.1
10/16/17,535.6,535.6,525,528.3,48,849,451546.8
10/13/17,543,589,540,543,20,339,183571.5
10/12/17,555.2,555.2,541.3,541.3,38,1414,767438.1
10/11/17,556.2,556.2,556,556.4,7,29,16125.2
10/10/17,556.4,556.4,556.2,556.4,10,333,185273
10/9/17,556.1,594.2,556.1,557,12,954,531331.2
10/6/17,556.2,556.4,556.2,559.7,13,72,40056.3
10/4/17,599.5,599.9,599.5,559.7,3,17,10197.9
10/3/17,540.5,600,540.5,559.7,10,92,52422.6
10/2/17,556.2,556.2,556.1,559.7,4,35,19465
9/29/17,557.1,557.1,557.1,559.7,7,66,36768.6
9/28/17,557.1,557.1,557.1,559.7,3,3,1671.3
9/27/17,560,560,557.1,559.7,6,221,123699.1
9/26/17,561,561,559.1,570.1,5,33,18498.2
9/25/17,570,570.1,570,570.1,17,230,131120.6
9/22/17,562.1,563,561.2,562.1,9,192,107918.6
9/21/17,565.5,565.5,565.5,557.4,4,53,29971.5
9/20/17,565.5,565.5,565.5,557.4,2,2,1131
9/19/17,562.1,562.1,562.1,557.4,1,1,562.1
9/15/17,557.3,599.9,557.3,557.4,11,721,401905.9
9/14/17,568.2,568.2,568.2,568.2,1,100,56820
9/12/17,557.3,558.3,557.3,558.2,9,198,110524.4
9/11/17,568,568,568,559.4,1,2,1136
9/8/17,560,598,557.2,559.4,19,671,375350.2
9/7/17,557,557,557,560,1,1,557
9/6/17,564,564,560,560,6,614,344250
9/4/17,568,568,568,566.4,2,2,1136
8/31/17,564,568,564,566.4,11,360,203664.7
8/28/17,564,564,564,564,7,191,107724
8/25/17,564,564,563.9,563.9,13,184,103765.5
8/24/17,564,565,560,562.3,21,321,180825
8/23/17,567,567,567,575,4,34,19278
8/22/17,579.9,579.9,570,575,4,4,2289.9
8/21/17,573,579.9,573,575,7,20211,11621185.9
8/18/17,562,572,560,561.4,9,112,62880.2
8/16/17,585,585,570,578.3,11,109,63033.9
8/15/17,580,580,580,578.5,4,61,35380
8/14/17,580,580,570,578.5,9,44,25509.9
8/11/17,578,580,578,578.5,16,291,168518.4
8/10/17,580,580,578,585,4,11,6362.1
8/9/17,581.1,585,581.1,585,3,42,24414
8/8/17,585,585,585,585,3,140,81900
8/2/17,585,585,585,582.9,1,5,2925
8/1/17,585,585,585,582.9,1,25,14625
7/26/17,577.1,577.1,577.1,582.9,1,29,16735.9
7/25/17,600,600,577,582.9,2,12,6970
7/24/17,575.1,600,575.1,582.9,4,13,7775.1
7/21/17,585.1,585.1,580,582.9,7,171,99671.2
7/20/17,600,600,585,585.1,8,188,110170.2
7/19/17,585,585,585,600,1,50,29250
7/18/17,592,592,590,600,4,46,27167
7/17/17,600,600,600,600,3,50,30000
7/14/17,600,600,600,600,11,195,117000
7/12/17,605,630,605,553.5,2,41,24830
7/11/17,630,630,550,553.5,6,665,368822.4
7/10/17,630,630,630,639,1,1,630
7/5/17,639,639,639,639,2,32,20448
7/3/17,639,639,639,639,1,300,191700
6/27/17,639.5,639.5,639.5,639.5,2,20,12790
6/21/17,604,604,604,639.5,1,1,604
6/20/17,610,639.5,610,639.5,3,255,162807
6/19/17,610,610,610,600.4,2,7,4270
6/16/17,625,625,625,600.4,1,11,6875
6/12/17,630,630,630,600.4,1,12,7560
6/9/17,639.9,639.9,639.9,600.4,1,2,1279.8
6/7/17,639.9,639.9,639.8,600.4,4,5,3199.2
6/1/17,629.9,640,629.9,600.4,3,91,57339.9
5/31/17,607,607,600,600.4,4,226,135698
5/30/17,645,645,645,605,1,1,645
5/26/17,605,605,605,605,2,100,60500
5/19/17,649.7,649.7,649.7,620.5,1,1,649.7
5/18/17,649.8,649.8,649.8,620.5,1,2,1299.6
5/8/17,649.9,649.9,649.9,620.5,1,1,649.9
5/3/17,649.9,649.9,649.9,620.5,1,1,649.9
5/2/17,621,621,621,620.5,1,1,621
4/25/17,620.5,620.5,620.5,620.5,1,105,65152.5
4/20/17,660,660,660,615,3,8,5280
4/19/17,620,620,620,615,2,55,34100
4/17/17,621,621,620,615,4,60,37240
4/12/17,638.5,640,638.5,615,6,37,23650
4/11/17,615,615,615,615,7,200,123000
4/7/17,635,635,635,635,3,109,69215
4/6/17,635,635,620,599.9,4,65,41025
4/5/17,630,630,628,599.9,5,40,25172
4/4/17,600,600,600,599.9,3,25,15000
3/30/17,590,590,590,599.9,1,10,5900
3/29/17,615,615,615,599.9,2,2,1230
3/27/17,600,600,585,599.9,8,265,158970
3/22/17,600,600,600,600,3,43,25800
3/20/17,650,650,650,600,1,24,15600
3/17/17,650,650,650,600,1,76,49400
3/7/17,600,600.1,600,600,6,109,65400.2
3/6/17,620,620,620,620,3,160,99200
3/3/17,630,630,630,602.3,1,1,630
3/1/17,635,635,600,602.3,6,101,60833.2
2/28/17,605,605,605,600.1,1,1,605
2/23/17,602.1,602.1,600,600.1,5,200,120027.3
2/21/17,600,600,600,600,3,100,60000
2/8/17,565,565,565,675,1,10,5650
2/3/17,700,700,700,675,1,3,2100
1/27/17,675,675,670,675,2,2501,1688170
1/26/17,618,618,618,610.5,1,1,618
1/17/17,695,695,695,610.5,1,1,695
1/13/17,650,650,650,610.5,1,10,6500
1/10/17,610.5,610.5,610.5,610.5,1,156,95238
1/3/17,640,640,640,610.5,1,15,9600
12/29/16,635.5,635.5,635.5,610.5,1,1,635.5
12/22/16,635,635,635,610.5,1,2,1270
12/20/16,635,635,635,610.5,2,3,1905
12/16/16,700,700,700,610.5,2,3,2100
12/14/16,660.1,660.1,615,610.5,4,5,3199.1
12/5/16,750,750,750,610.5,3,21,15750
11/18/16,611,611,610.5,610.5,3,200,122104.5
11/15/16,749,749,674.9,650.1,4,53,37844.5
11/9/16,650,650,650,650.1,2,10,6500
11/4/16,650.1,650.1,650.1,650.1,1,500,325050
10/20/16,670,670,670,716,1,10,6700
10/13/16,715,715,715,716,1,1,715
10/6/16,716,716,716,716,2,123,88068
10/5/16,715,715,715,715,2,2,1430
9/30/16,715,715,715,715,1,100,71500
9/29/16,715,715,715,715,1,100,71500
9/20/16,750,750,730,730,6,6,4478
9/19/16,750,750,750,730,1,4,3000
9/9/16,608,608,608,730,1,1,608
9/8/16,799.9,799.9,650,730,2,3,2099.9
8/31/16,800,800,800,730,1,1,800
8/25/16,730,730,730,730,1,100,73000
8/24/16,818.5,818.5,818.5,724.9,1,1,818.5
8/16/16,721,726,720,724.9,6,106,76840
8/15/16,800,819,800,829,2,2,1619
8/12/16,725,799.9,725,829,2,2,1524.9
8/11/16,799.9,799.9,799.9,829,1,1,799.9
8/10/16,705.1,705.1,705.1,829,3,3,2115.3
8/5/16,799,799,799,829,1,1,799
8/4/16,800,800,800,829,1,2,1600
8/1/16,819,820,819,829,2,3,2459
7/22/16,810,830,810,829,5,2501,2073354.3
7/8/16,815,850,815,846.6,6,1000,846575
7/4/16,800,800,800,849.8,1,1,800
7/1/16,800,800,800,849.8,1,2,1600
6/20/16,849.5,849.5,849.5,849.8,1,1,849.5
6/14/16,849.6,849.6,849.6,849.8,2,2,1699.2
6/13/16,655.1,655.1,655.1,849.8,1,1,655.1
6/8/16,849.8,849.8,849.8,849.8,1,170,144466
6/7/16,850,850,850,835.1,1,1,850
6/6/16,839,839,839,835.1,1,1,839
5/17/16,819.1,850,819.1,835.1,5,600,501064.5
5/13/16,819,820,819,819.7,4,302,247540
5/12/16,765,820,765,800,16,5449,4380500
5/9/16,765,765,765,760.1,1,1,765
5/5/16,760,765,760,760.1,7,1025,779125
5/3/16,750,760,750,760,11,873,662380
4/29/16,740,760,740,750,14,3241,2410360
4/28/16,730,730,730,728.9,2,2,1460
4/27/16,700.1,730,700.1,728.9,9,1074,781722.8
4/25/16,700.1,700.1,700.1,718,2,2,1400.2
4/20/16,700.1,700.1,700.1,718,1,10,7001
4/12/16,716,730,700,718,6,168,120622.9
4/11/16,730,730,730,730,3,205,149650
4/8/16,721,721,721,717.5,1,5,3605
4/7/16,715,720,715,717.5,5,427,306389.5
4/6/16,707,712,707,708.1,5,173,122478
4/5/16,697.9,700.1,697.9,700,51,18556,12989190
4/4/16,700,700,700,616.5,1,1,700
4/1/16,620,620,620,616.5,1,2,1240
3/31/16,615,619.6,555,616.5,18,1707,1050571.7
3/30/16,616.5,616.5,616.5,610.5,2,8,4932
3/28/16,610.5,610.5,610.5,610.5,1,436,266178
3/18/16,640,640,640,603.4,1,1,640
3/17/16,591,640,591,603.4,2,21,12460
3/14/16,711.5,711.5,711.5,603.4,1,1,711.5
3/11/16,603.8,603.8,603.8,603.4,1,5,3019
3/9/16,603.5,603.5,590,603.4,2,201,121290
3/8/16,590,590,582,614.9,3,3,1754.9
3/4/16,590,590,590,614.9,1,25,14750
3/2/16,619,620,614.9,614.9,5,651,400808.9
2/29/16,590,620,581,650,6,69,40353
2/25/16,605,605,600,650,5,76,45605.5
2/23/16,600.1,600.1,600.1,650,1,1,600.1
2/19/16,610,610,600,650,2,11,6660
2/18/16,650,650,650,650,4,1004,652600
2/16/16,699.9,699.9,660,660,7,200,135990
2/15/16,608,608,590,600,4,49,29454
2/12/16,609,609,609,600,1,10,6090
2/5/16,650,650,650,600,1,1,650
2/3/16,603,603,603,600,1,10,6030
2/2/16,602,602,602,600,1,10,6020
1/29/16,615,615,615,600,1,10,6150
1/27/16,615,615,615,600,1,5,3075
1/22/16,640,640,640,600,3,18,11520
1/20/16,600.1,600.1,600,600,3,200,120000.2
1/18/16,600,600,600,600,2,299,179400
1/14/16,612.1,612.1,611,611.1,6,125,76396.1
1/13/16,630,630,630,630,1,9,5670
1/12/16,640,640,630,630,4,112,70580
1/11/16,640,640,640,640.2,2,3,1920
1/7/16,645,648.9,645,640.2,2,11,7098.9
1/6/16,673,673,648.9,640.2,2,2,1321.9
1/5/16,674.9,675,674.9,640.2,3,5,3374.8
12/31/15,640,640,640,640.2,1,3,1920
12/29/15,675,675,675,640.2,1,1,675
12/23/15,658,658,658,640.2,2,56,36848
12/22/15,675.4,675.4,675.4,640.2,1,1,675.4
12/21/15,675.5,675.5,670,640.2,2,2,1345.5
12/18/15,658,658,658,640.2,1,2,1316
12/16/15,640,650,640,640.2,12,732,469532
12/14/15,639.9,650,639.9,640,8,1187,761037
12/11/15,639,640,630,630,38,4689,2955549
12/8/15,630,675.9,630,630.2,3,54,35544.7
12/4/15,621.3,621.3,621,630.2,4,20,12420.5
11/27/15,620,620.1,620,630.2,2,9,5580.3
11/20/15,630.2,630.2,630,630.2,2,113,71212.4
11/19/15,630.5,630.5,630.5,640,1,1,630.5
11/18/15,640,640,640,640,2,11,7040
11/16/15,640,640,630,640,2,257,164470
11/13/15,640,640,640,640,2,259,165760
11/9/15,635.1,635.1,635.1,676.9,1,5,3175.5
11/4/15,636.1,636.1,635.1,676.9,3,3,1907.2
11/3/15,670,670,670,676.9,1,2,1340
11/2/15,676.9,676.9,676.9,676.9,1,100,67690
10/28/15,635,635,635,630,1,1,635
10/20/15,627,627,627,630,1,20,12540
10/19/15,630.1,630.1,630,630,5,249,156874.9
10/15/15,659.9,659.9,659.9,630.3,1,1,659.9
10/14/15,660,660,630,630.3,4,100,63030
10/12/15,630,630,630,630,2,150,94500
10/8/15,670,670,670,684.9,1,1,670
9/30/15,684.9,684.9,684.9,684.9,1,100,68490
9/29/15,665,684.9,665,683.2,4,60,40994.7
9/21/15,550.1,684.5,550.1,683.2,4,111,75839.5
9/18/15,671.5,671.5,670,670,6,164,109893.7
9/16/15,684.9,684.9,670.1,672.3,5,200,135722.3
9/15/15,674.2,674.2,674,674.1,2,229,154366
9/14/15,675,675,674,674.1,4,201,135504
9/11/15,680,684.9,680,680.2,3,210,142839.2
9/10/15,689.9,689.9,685,679.9,3,10,6854.9
9/9/15,676,676,676,679.9,1,1,676
9/7/15,680,680,674.9,679.9,4,203,138024.7
9/4/15,685,685,684,677.5,8,80,54727.3
9/3/15,684,684,684,677.5,1,99,67716
9/2/15,675.9,684.9,675.9,677.5,5,512,346897.8
9/1/15,676,676,675.9,684.9,5,81,54753
8/31/15,684.9,684.9,684.9,684.9,2,2,1369.8
8/28/15,684.9,684.9,680.1,684.9,9,32,21912
8/27/15,684.9,684.9,684.9,684.9,2,201,137664.9
8/26/15,690,690,684.9,674,8,10,6854.1
8/24/15,684.9,684.9,684.9,674,3,3,2054.7
8/21/15,699.9,699.9,699.9,674,2,2,1399.8
8/20/15,699.9,699.9,699.9,674,2,3,2099.7
8/19/15,702.8,702.8,700,674,5,9,6305.6
8/17/15,784,784,784,674,1,1,784
8/14/15,675,675,670.5,674,18,234,157725
8/13/15,691.1,691.1,690,692.2,4,13,8976.4
8/11/15,700,700,692,692.2,4,103,71300
8/5/15,700,700,700,700,1,1,700
8/4/15,700,700,700,700,1,1,700
8/3/15,700,700,700,700,2,156,109200
7/28/15,700,700,690,699.8,4,104,72780
7/27/15,700,700,700,687.5,1,1,700
7/24/15,685,687.5,685,687.5,2,101,69435
7/23/15,700,700,695,700,9,16,11195
7/22/15,700,700,700,700,1,400,280000
7/21/15,700,700,700,700,4,125,87500
7/20/15,700,700,700,699.4,2,20,14000
7/17/15,699,699,699,699.4,1,1,699
7/16/15,700,700,700,699.4,2,21,14700
7/9/15,700,700,700,699.4,1,50,35000
7/8/15,700,702,698,699.4,10,201,140604
7/6/15,729,729,660,689,16,409,281874
7/2/15,729.9,729.9,729,721,4,6,4375.7
6/30/15,721,725,721,721,2,101,72825
6/23/15,730,730,730,720,1,33,24090
6/22/15,730,730,730,720,1,9,6570
6/19/15,739.9,740,739.9,720,2,7,5179.8
6/11/15,720,720,720,720,1,3,2160
6/10/15,730,730,730,730,1,10,7300
6/5/15,730,730,730,730,1,1,730
6/3/15,730,730,725,725,4,202,146455
5/29/15,725,725,721,721.1,7,306,220650.7
5/27/15,721.1,721.1,721.1,721.1,1,3,2163.3
5/26/15,740,740.1,740,740,5,205,151700.3
5/25/15,763.9,763.9,763.9,763.9,1,1,763.9
5/22/15,721,721,721,721,1,305,219905
5/21/15,720.1,720.1,720.1,720.1,1,9,6480.9
5/20/15,765,765,765,765,1,1,765
5/19/15,785.9,785.9,785.9,785.9,2,3,2357.7
5/18/15,720,720,720,720,2,30,21600
5/6/15,789,789,789,789,1,1,789
4/22/15,800,800,800,800,1,1,800
4/20/15,710.4,710.4,710.4,710.4,1,1,710.4
3/31/15,710.4,710.4,710.4,710.4,3,205,145632
3/30/15,710.4,710.4,710.4,710.4,1,100,71040
3/26/15,711,711,710.1,710.4,3,104,73886.4
3/16/15,710,710,710,710,2,10,7100
3/10/15,719,719,719,719,1,5,3595
3/9/15,709,709,709,709,4,30,21270
3/6/15,710,710,710,710,1,49,34790
3/3/15,708.1,708.1,700.1,700.1,4,9,6364.2
3/2/15,705,705,705,705,1,5,3525
2/27/15,734.9,734.9,734.9,734.9,1,1,734.9
2/25/15,711,711,700,701,9,90,63086
2/24/15,770,770,770,770,1,1,770
2/19/15,710,710,710,710,1,100,71000
2/18/15,715,715,715,715,1,1,715
2/16/15,725,725,725,725,1,3,2175
2/10/15,710,710,710,710,2,51,36210
2/6/15,715,725,715,725,3,27,19385
2/2/15,710,710,710,710,1,50,35500
1/30/15,710,710,710,710,4,250,177500
1/27/15,710,720,710,718.7,6,1185,846850
1/23/15,712,712,710,711.5,3,65,46250
1/22/15,710,710,710,710,1,10,7100
1/21/15,716,716,715,715.2,3,20,14304
1/19/15,718,718,716,716,6,621,444737
1/16/15,720,720,720,720,3,110,79200
1/9/15,720,720,715,718.3,2,3,2155
12/19/14,740,745,720,720,6,63,45750
12/17/14,720,720,720,720,1,40,28800
12/15/14,740,740,740,740,1,3,2220
12/11/14,715.1,740,715.1,723.4,4,16,11566.1
12/9/14,715.1,747,715.1,731.3,10,51,37135
12/4/14,750,750,749,749,4,26,19475
12/1/14,700,700,700,700,1,2,1400
11/28/14,691,691,691,691,1,2,1382
11/27/14,705,705,705,705,1,200,141000
11/25/14,705,705,705,705,1,300,211500
11/24/14,725,725,680,702.4,15,834,588818.7
11/20/14,750,759,750,756.5,5,13,9822
11/19/14,760,760,750,750,3,502,376520
11/18/14,710,730,710,722,4,10,7220
11/17/14,700,700,700,700,1,1,700
11/14/14,715.5,801,715,746.4,6,116,83451
11/13/14,720,720,720,720,3,85,61200
11/12/14,720,720,716,719.3,4,717,516236
11/11/14,719,719,707.6,719,5,38,27288.6
11/10/14,719,719,719,719,2,45,32355
11/7/14,719,719,719,719,1,25,17975
11/5/14,705.5,705.5,705.5,705.5,1,1,705.5
11/4/14,720,720,705.1,705.1,2,2,1425.1
11/3/14,720,720,720,720,1,1,720
10/31/14,709,709,705,705.1,2,75,52879
10/30/14,709,709,709,709,1,1,709
10/28/14,728,728,705,712.7,3,3,2138
10/27/14,700,720,700,704.8,8,874,628078
10/23/14,700,715,700,715,4,42,30000
10/17/14,718,718,718,718,1,5,3590
10/16/14,716,716,700,702.2,10,110,77242
10/15/14,720,720,715,715,6,100,71750
10/14/14,716,716,716,716,1,15,10740
10/9/14,716,716,716,716,8,193,138188
10/7/14,715,715,715,715,1,50,35750
10/3/14,715,715,715,715,5,100,71500
9/29/14,738.4,738.9,715,715,4,260,191849.6
9/26/14,736,738,736,737.8,2,20,14756
9/22/14,720,738.5,720,738.5,2,101,72738.5
9/19/14,715,715,715,715,6,144,102960
9/17/14,720,720,715,720,7,211,151915
9/11/14,720,720,720,720,3,4,2880
9/10/14,720,720,720,720,8,21,15120
9/5/14,715,740,715,720,3,4,2915
9/4/14,730,730,730,730,4,44,32120
9/3/14,715,720,715,720,3,101,72715
9/2/14,731,740,720,720.2,14,106,76581
9/1/14,730,730,730,730,1,1,730
8/29/14,746,746,730,730,11,290,213748
8/28/14,755,755,755,755,2,2,1510
8/27/14,750,755,746,753,9,49,36867
8/26/14,738,750,738,750,7,844,622884
8/25/14,738,738,738,738,6,12,8856
8/22/14,738,738,738,738,3,5,3690
8/21/14,738,738,738,738,2,8,5904
8/20/14,738,738,738,738,1,10,7380
8/19/14,738,738,732,738,6,655,483378
8/15/14,738,738,738,738,1,1,738
8/14/14,737.5,738,737.5,737.9,5,92,67869
8/12/14,744,745,744,744.6,3,159,118396
8/11/14,725,748,720.1,748,3,103,74688.2
8/8/14,740,740,740,740,1,2,1480
8/7/14,750,750,710,745.5,4,31,23200
8/5/14,748,749,748,748.3,4,24,17959
7/31/14,750,750,750,750,6,300,225000
7/30/14,750,750,750,750,1,25,18750
7/28/14,730,737,730,730.1,6,28,20448.2
7/22/14,738,738,738,738,1,1,738
7/17/14,730,730,730,730,2,35,25550
7/16/14,720,720,720,720,1,5,3600
7/15/14,719.5,719.5,719.5,719.5,1,4,2878
7/14/14,701.2,701.2,700.1,700.5,6,100,70045.5
7/11/14,718,718,718,718,1,1,718
7/10/14,720,720,705.1,705.1,3,5,3585.1
7/9/14,702.5,710,702.5,705.4,2,26,18340
7/8/14,702.4,703,700,702.5,14,184,129191.2
7/7/14,700,702.3,700,702.3,16,202,141404.6
7/4/14,720,720,720,720,1,100,72000
7/2/14,720,725,715,723.2,8,49,35389.9
7/1/14,720,720,720,720,1,1,720
6/30/14,710,715,710,714.1,4,58,41420
6/27/14,700,700,700,700,1,100,70000
6/26/14,700,700,700,700,1,1,700
6/24/14,700,700,700,700,1,1,700
6/23/14,699.9,699.9,699.9,699.9,1,1,699.9
6/18/14,700,700,700,700,2,2,1400
6/13/14,670.1,700,670.1,685.1,2,2,1370.1
6/11/14,700,700,700,700,2,105,73500
6/6/14,700,700,700,700,1,1,700
6/4/14,699.9,700,699.9,700,2,3,2099.9
6/3/14,699,700,660,661.8,10,274,187954
6/2/14,696,696,696,696,4,105,73080
5/30/14,700,700,700,700,3,25,17500
5/23/14,738,738,720,720,5,12,8676
5/16/14,706,706,706,706,2,5,3530
5/13/14,700,700,700,700,2,14,9800
5/9/14,700,700,700,700,1,2,1400
5/8/14,697,697,697,697,1,5,3485
5/7/14,697,697,697,697,1,1,697
5/5/14,699.9,700,699.9,700,2,40,27998.5
5/2/14,697,700,697,700,5,210,146802.1
4/30/14,690,690,690,690,1,1,690
4/28/14,700,700,700,700,1,2,1400
4/25/14,690,693,690,693,2,52,35886
4/24/14,696,696,695,695,3,25,17376
4/23/14,696,696,696,696,1,1,696
4/17/14,690,690,690,690,1,1,690
4/16/14,696.4,696.4,696.4,696.4,1,4,2785.6
4/11/14,665.5,665.5,651,652.1,7,350,228223.8
4/10/14,665.1,699.9,665,699.4,8,59,40920.8
4/9/14,665.1,665.1,665.1,665.1,2,40,26604
4/8/14,665.2,665.2,665,665,3,50,33251.4
4/4/14,665,665,662.5,662.7,7,50,33134
4/3/14,660.6,699.9,660.5,699.9,4,32,21215
4/2/14,689.9,700,689.9,700,5,10167,7116819.8
3/31/14,660.1,660.1,660.1,660.1,1,2,1320.2
3/28/14,663,699,663,699,7,275,192189
3/26/14,670,670,660.1,663.1,8,170,112734.2
3/25/14,662,662,662,662,3,33,21846
3/24/14,672,672,670,670,8,5606,3756022.1
3/21/14,673,673,673,673,3,7,4711
3/20/14,673,673,673,673,1,1,673
3/19/14,670.1,690,660.1,661.8,6,61,40385.3
3/18/14,670.1,670.1,660,660.1,7,103,67990.1
3/17/14,670,670.1,670,670,2,202,135340.2
3/14/14,655,655,655,655,1,90,58950
3/13/14,690,690,690,690,2,10,6900
3/12/14,700,700,700,700,2,347,242900
3/11/14,700,700,700,700,2,2,1400
3/10/14,710,710,710,710,1,2,1420
3/7/14,700,700,700,700,13,12228,8559600
3/6/14,695,695,695,695,1,53,36835
3/5/14,700,700,700,700,4,156,109200
3/4/14,700,714,700,700.2,2,86,60214
2/28/14,700,700,700,700,4,108,75600
2/21/14,715,715,715,715,1,1,715
2/20/14,700,700,700,700,1,5,3500
2/19/14,718,719,718,718.3,3,150,107750
2/18/14,700,720,700,719.2,8,1100,791104
2/17/14,717.5,717.5,700,704.6,7,2602,1833301
2/12/14,710,720,680,680,13,215,150494.8
2/11/14,710,710,710,710,1,1,710
2/10/14,710,710,680,687.5,5,16,11000
2/7/14,695,715,695,715,15,3667,2570832
2/6/14,675,675,675,675,1,3,2025
2/5/14,675,675,675,675,1,1,675
1/30/14,690,690,690,690,3,758,523020
1/28/14,690,700,690,690,9,1538,1066628
1/27/14,690,690,690,690,1,3,2070
1/23/14,695,695,695,695,2,109,75755
1/22/14,681,681,675,677,4,15,10155
1/17/14,685,685,685,685,1,5,3425
1/16/14,693,695,693,695,6,115,79886.8
1/9/14,694,694,694,694,1,1,694
1/8/14,694,694,694,694,1,2,1388
1/7/14,685,699,685,691,21,3217,2224646.6
1/6/14,698,699.9,698,698.8,8,1320,922389
1/3/14,685,695,670,690.8,45,27864,19170503.8
1/2/14,685,687,685,687,13,12110,8298245.5
12/31/13,678,689.8,678,687,11,5122,3512835.7
12/27/13,650.1,680,650.1,680,65,1462989,994831878.1
12/26/13,650,680,650,670.4,36,3035,2031271.5
12/24/13,645,650,645,648.9,4,1400,908500
12/23/13,629.9,650,629.9,646.4,29,2555,1615102.3
12/20/13,620,627.9,607,627.9,14,1068,649689.3
12/19/13,628,630,628,628.2,3,11,6910
12/18/13,605,634.9,605,634.9,6,2001,1210634.9
12/17/13,605,634,581,600.3,16,390,235469.1
12/13/13,634.9,635,590,590.4,48,28134,16609299.4
12/12/13,611.1,611.1,600,600,8,1712,1028915
12/11/13,638,640,550,550.1,14,30001,16504039
12/10/13,639,645,639,640.3,7,413,264433
12/9/13,636,639.9,635,638.9,3,46,29365
12/6/13,636,638,636,638,2,8,5102
12/2/13,640,640,640,640,1,1,640
11/29/13,640,640,640,640,1,7,4480
11/28/13,635,650,635,636.5,24,3174,2017238.5
11/27/13,635,635,635,635,1,2,1270
11/26/13,635,635,635,635,4,1147,728345
11/25/13,635,635,625,633.3,10,1621,1029285
11/22/13,635,635,630,632.2,9,1625,1031430
11/21/13,635,635,632,632,3,55,34910
11/20/13,635,635,632.9,633.6,7,211,133900
11/19/13,635,635,635,635,6,700,444500
11/18/13,635,635,635,635,1,1,635
11/15/13,630,630,625,625,8,900,562785
11/13/13,635,635,635,635,1,23,14605
11/12/13,634,635,634,634.7,7,195,123700
11/8/13,632,634,632,634,3,44,27888
11/6/13,639,639,625,625.4,5,529,330825
11/4/13,639,639,639,639,4,33,21087
11/1/13,639,639,639,639,1,7,4473
10/31/13,639,639,639,639,2,12,7668
10/30/13,640,640,623,638.5,4,110,70230
10/28/13,621,621,600,621,9,201,120784.5
10/25/13,640,640,640,640,3,131,83840
10/24/13,640,640,640,640,1,1,640
10/23/13,630,640,621,640,6,103,64372
10/22/13,640,640,640,640,1,1,640
10/21/13,630,640,630,636,3,6,3810
10/17/13,640,640,630,640,10,913,576542
10/15/13,639.9,640,639.9,640,8,239,152958.5
10/14/13,640.7,640.8,639.9,639.9,4,118,75606.8
10/11/13,641.9,641.9,640.9,640.9,2,16,10255.4
10/10/13,641.9,642,641.9,642,4,89,57137.3
10/9/13,642.9,643,642.9,642.9,5,55,35363.2
10/8/13,642.9,642.9,642.9,642.9,1,1,642.9
10/7/13,643,643,642.9,642.9,3,7,4500.9
10/4/13,640,640,630,630,4,145,91400
10/3/13,640,640,640,640,1,1,640
10/2/13,630,643,630,643,2,302,190286
10/1/13,630,630,630,630,1,1,630
9/27/13,638.9,650,625,649,12,760,489857.4
9/26/13,638.9,638.9,638.9,638.9,1,1,638.9
9/25/13,638.9,638.9,630,630,2,51,32138.9
9/24/13,638.9,638.9,638.9,638.9,2,4,2555.6
9/23/13,635,639,635,638.9,3,6,3817.9
